Navn;Stasjon;Tid(norsk normaltid);Snødybde
Folgefonna Skisenter;SN49085;12.02.2019;95
Folgefonna Skisenter;SN49085;13.02.2019;104
Folgefonna Skisenter;SN49085;14.02.2019;100
Folgefonna Skisenter;SN49085;15.02.2019;93
Folgefonna Skisenter;SN49085;16.02.2019;91
Folgefonna Skisenter;SN49085;17.02.2019;99
Folgefonna Skisenter;SN49085;18.02.2019;97
Folgefonna Skisenter;SN49085;19.02.2019;118
Folgefonna Skisenter;SN49085;20.02.2019;129
Folgefonna Skisenter;SN49085;21.02.2019;126
Folgefonna Skisenter;SN49085;22.02.2019;119
Folgefonna Skisenter;SN49085;23.02.2019;111
Folgefonna Skisenter;SN49085;24.02.2019;106
Folgefonna Skisenter;SN49085;25.02.2019;105
Folgefonna Skisenter;SN49085;26.02.2019;104
Folgefonna Skisenter;SN49085;27.02.2019;101
Folgefonna Skisenter;SN49085;28.02.2019;108
Folgefonna Skisenter;SN49085;01.03.2019;106
Folgefonna Skisenter;SN49085;02.03.2019;105
Folgefonna Skisenter;SN49085;03.03.2019;101
Folgefonna Skisenter;SN49085;04.03.2019;101
Folgefonna Skisenter;SN49085;05.03.2019;104
Folgefonna Skisenter;SN49085;06.03.2019;104
Folgefonna Skisenter;SN49085;08.03.2019;118
Folgefonna Skisenter;SN49085;09.03.2019;117
Folgefonna Skisenter;SN49085;10.03.2019;117
Folgefonna Skisenter;SN49085;11.03.2019;116
Folgefonna Skisenter;SN49085;12.03.2019;116
Folgefonna Skisenter;SN49085;13.03.2019;101
Folgefonna Skisenter;SN49085;14.03.2019;101
Folgefonna Skisenter;SN49085;15.03.2019;100
Folgefonna Skisenter;SN49085;16.03.2019;117
Folgefonna Skisenter;SN49085;17.03.2019;100
Folgefonna Skisenter;SN49085;18.03.2019;101
Folgefonna Skisenter;SN49085;19.03.2019;100
Folgefonna Skisenter;SN49085;20.03.2019;108
Folgefonna Skisenter;SN49085;21.03.2019;111
Folgefonna Skisenter;SN49085;22.03.2019;115
Folgefonna Skisenter;SN49085;23.03.2019;122
Folgefonna Skisenter;SN49085;24.03.2019;127
Folgefonna Skisenter;SN49085;25.03.2019;145
Folgefonna Skisenter;SN49085;26.03.2019;142
Folgefonna Skisenter;SN49085;27.03.2019;148
Folgefonna Skisenter;SN49085;28.03.2019;142
Folgefonna Skisenter;SN49085;29.03.2019;135
Folgefonna Skisenter;SN49085;30.03.2019;144
Folgefonna Skisenter;SN49085;31.03.2019;149
Folgefonna Skisenter;SN49085;01.04.2019;148
Folgefonna Skisenter;SN49085;02.04.2019;140
Folgefonna Skisenter;SN49085;03.04.2019;134
Folgefonna Skisenter;SN49085;04.04.2019;134
Folgefonna Skisenter;SN49085;05.04.2019;131
Folgefonna Skisenter;SN49085;06.04.2019;126
Folgefonna Skisenter;SN49085;07.04.2019;124
Folgefonna Skisenter;SN49085;08.04.2019;124
Folgefonna Skisenter;SN49085;09.04.2019;124
Folgefonna Skisenter;SN49085;10.04.2019;123
Folgefonna Skisenter;SN49085;11.04.2019;124
Folgefonna Skisenter;SN49085;12.04.2019;123
Folgefonna Skisenter;SN49085;13.04.2019;123
Folgefonna Skisenter;SN49085;14.04.2019;122
Folgefonna Skisenter;SN49085;15.04.2019;122
Folgefonna Skisenter;SN49085;16.04.2019;122
Folgefonna Skisenter;SN49085;17.04.2019;121
Folgefonna Skisenter;SN49085;18.04.2019;120
Folgefonna Skisenter;SN49085;19.04.2019;119
Folgefonna Skisenter;SN49085;20.04.2019;118
Folgefonna Skisenter;SN49085;21.04.2019;114
Folgefonna Skisenter;SN49085;22.04.2019;109
Folgefonna Skisenter;SN49085;23.04.2019;104
Folgefonna Skisenter;SN49085;24.04.2019;97
Folgefonna Skisenter;SN49085;25.04.2019;87
Folgefonna Skisenter;SN49085;26.04.2019;70
Folgefonna Skisenter;SN49085;27.04.2019;57
Folgefonna Skisenter;SN49085;28.04.2019;50
Folgefonna Skisenter;SN49085;29.04.2019;41
Folgefonna Skisenter;SN49085;30.04.2019;36
Folgefonna Skisenter;SN49085;01.05.2019;30
Folgefonna Skisenter;SN49085;02.05.2019;28
Folgefonna Skisenter;SN49085;03.05.2019;28
Folgefonna Skisenter;SN49085;04.05.2019;28
Folgefonna Skisenter;SN49085;05.05.2019;28
Folgefonna Skisenter;SN49085;06.05.2019;40
Folgefonna Skisenter;SN49085;07.05.2019;36
Folgefonna Skisenter;SN49085;08.05.2019;39
Folgefonna Skisenter;SN49085;09.05.2019;35
Folgefonna Skisenter;SN49085;10.05.2019;38
Folgefonna Skisenter;SN49085;11.05.2019;50
Folgefonna Skisenter;SN49085;12.05.2019;50
Folgefonna Skisenter;SN49085;13.05.2019;50
Folgefonna Skisenter;SN49085;14.05.2019;45
Folgefonna Skisenter;SN49085;15.05.2019;38
Folgefonna Skisenter;SN49085;16.05.2019;31
Folgefonna Skisenter;SN49085;17.05.2019;19
Folgefonna Skisenter;SN49085;18.05.2019;5
Folgefonna Skisenter;SN49085;19.05.2019;0
Folgefonna Skisenter;SN49085;20.05.2019;0
Folgefonna Skisenter;SN49085;21.05.2019;0
Folgefonna Skisenter;SN49085;22.05.2019;0
Folgefonna Skisenter;SN49085;23.05.2019;0
Folgefonna Skisenter;SN49085;24.05.2019;0
Folgefonna Skisenter;SN49085;25.05.2019;0
Folgefonna Skisenter;SN49085;26.05.2019;0
Folgefonna Skisenter;SN49085;27.05.2019;0
Folgefonna Skisenter;SN49085;28.05.2019;0
Folgefonna Skisenter;SN49085;29.05.2019;0
Folgefonna Skisenter;SN49085;30.05.2019;0
Folgefonna Skisenter;SN49085;31.05.2019;0
Folgefonna Skisenter;SN49085;01.06.2019;26
Folgefonna Skisenter;SN49085;02.06.2019;12
Folgefonna Skisenter;SN49085;03.06.2019;0
Folgefonna Skisenter;SN49085;04.06.2019;0
Folgefonna Skisenter;SN49085;05.06.2019;0
Folgefonna Skisenter;SN49085;06.06.2019;0
Folgefonna Skisenter;SN49085;07.06.2019;0
Folgefonna Skisenter;SN49085;08.06.2019;0
Folgefonna Skisenter;SN49085;09.06.2019;0
Folgefonna Skisenter;SN49085;10.06.2019;0
Folgefonna Skisenter;SN49085;11.06.2019;0
Folgefonna Skisenter;SN49085;12.06.2019;0
Folgefonna Skisenter;SN49085;13.06.2019;0
Folgefonna Skisenter;SN49085;14.06.2019;0
Folgefonna Skisenter;SN49085;15.06.2019;0
Folgefonna Skisenter;SN49085;16.06.2019;0
Folgefonna Skisenter;SN49085;17.06.2019;0
Folgefonna Skisenter;SN49085;18.06.2019;0
Folgefonna Skisenter;SN49085;19.06.2019;0
Folgefonna Skisenter;SN49085;20.06.2019;0
Folgefonna Skisenter;SN49085;21.06.2019;0
Folgefonna Skisenter;SN49085;22.06.2019;0
Folgefonna Skisenter;SN49085;23.06.2019;0
Folgefonna Skisenter;SN49085;24.06.2019;0
Folgefonna Skisenter;SN49085;25.06.2019;0
Folgefonna Skisenter;SN49085;26.06.2019;0
Folgefonna Skisenter;SN49085;27.06.2019;0
Folgefonna Skisenter;SN49085;28.06.2019;0
Folgefonna Skisenter;SN49085;29.06.2019;0
Folgefonna Skisenter;SN49085;30.06.2019;0
Folgefonna Skisenter;SN49085;01.07.2019;0
Folgefonna Skisenter;SN49085;02.07.2019;0
Folgefonna Skisenter;SN49085;03.07.2019;0
Folgefonna Skisenter;SN49085;04.07.2019;0
Folgefonna Skisenter;SN49085;05.07.2019;0
Folgefonna Skisenter;SN49085;06.07.2019;0
Folgefonna Skisenter;SN49085;07.07.2019;0
Folgefonna Skisenter;SN49085;08.07.2019;0
Folgefonna Skisenter;SN49085;09.07.2019;0
Folgefonna Skisenter;SN49085;10.07.2019;0
Folgefonna Skisenter;SN49085;11.07.2019;0
Folgefonna Skisenter;SN49085;12.07.2019;0
Folgefonna Skisenter;SN49085;13.07.2019;0
Folgefonna Skisenter;SN49085;14.07.2019;0
Folgefonna Skisenter;SN49085;15.07.2019;0
Folgefonna Skisenter;SN49085;16.07.2019;0
Folgefonna Skisenter;SN49085;17.07.2019;0
Folgefonna Skisenter;SN49085;18.07.2019;0
Folgefonna Skisenter;SN49085;19.07.2019;0
Folgefonna Skisenter;SN49085;20.07.2019;0
Folgefonna Skisenter;SN49085;21.07.2019;0
Folgefonna Skisenter;SN49085;22.07.2019;0
Folgefonna Skisenter;SN49085;23.07.2019;0
Folgefonna Skisenter;SN49085;24.07.2019;0
Folgefonna Skisenter;SN49085;25.07.2019;0
Folgefonna Skisenter;SN49085;26.07.2019;0
Folgefonna Skisenter;SN49085;27.07.2019;0
Folgefonna Skisenter;SN49085;28.07.2019;0
Folgefonna Skisenter;SN49085;29.07.2019;0
Folgefonna Skisenter;SN49085;30.07.2019;0
Folgefonna Skisenter;SN49085;31.07.2019;0
Folgefonna Skisenter;SN49085;01.08.2019;0
Folgefonna Skisenter;SN49085;02.08.2019;0
Folgefonna Skisenter;SN49085;03.08.2019;0
Folgefonna Skisenter;SN49085;04.08.2019;0
Folgefonna Skisenter;SN49085;05.08.2019;0
Folgefonna Skisenter;SN49085;06.08.2019;0
Folgefonna Skisenter;SN49085;07.08.2019;0
Folgefonna Skisenter;SN49085;08.08.2019;0
Folgefonna Skisenter;SN49085;09.08.2019;0
Folgefonna Skisenter;SN49085;10.08.2019;0
Folgefonna Skisenter;SN49085;11.08.2019;0
Folgefonna Skisenter;SN49085;12.08.2019;0
Folgefonna Skisenter;SN49085;13.08.2019;0
Folgefonna Skisenter;SN49085;14.08.2019;0
Folgefonna Skisenter;SN49085;15.08.2019;0
Folgefonna Skisenter;SN49085;16.08.2019;0
Folgefonna Skisenter;SN49085;17.08.2019;0
Folgefonna Skisenter;SN49085;18.08.2019;0
Folgefonna Skisenter;SN49085;19.08.2019;0
Folgefonna Skisenter;SN49085;20.08.2019;0
Folgefonna Skisenter;SN49085;21.08.2019;0
Folgefonna Skisenter;SN49085;22.08.2019;0
Folgefonna Skisenter;SN49085;23.08.2019;0
Folgefonna Skisenter;SN49085;24.08.2019;0
Folgefonna Skisenter;SN49085;25.08.2019;0
Folgefonna Skisenter;SN49085;26.08.2019;0
Folgefonna Skisenter;SN49085;27.08.2019;0
Folgefonna Skisenter;SN49085;28.08.2019;0
Folgefonna Skisenter;SN49085;29.08.2019;0
Folgefonna Skisenter;SN49085;30.08.2019;0
Folgefonna Skisenter;SN49085;31.08.2019;0
Folgefonna Skisenter;SN49085;01.09.2019;0
Folgefonna Skisenter;SN49085;02.09.2019;0
Folgefonna Skisenter;SN49085;03.09.2019;0
Folgefonna Skisenter;SN49085;04.09.2019;0
Folgefonna Skisenter;SN49085;05.09.2019;0
Folgefonna Skisenter;SN49085;06.09.2019;0
Folgefonna Skisenter;SN49085;07.09.2019;0
Folgefonna Skisenter;SN49085;08.09.2019;0
Folgefonna Skisenter;SN49085;09.09.2019;0
Folgefonna Skisenter;SN49085;10.09.2019;0
Folgefonna Skisenter;SN49085;11.09.2019;0
Folgefonna Skisenter;SN49085;12.09.2019;0
Folgefonna Skisenter;SN49085;13.09.2019;0
Folgefonna Skisenter;SN49085;14.09.2019;0
Folgefonna Skisenter;SN49085;15.09.2019;0
Folgefonna Skisenter;SN49085;16.09.2019;17
Folgefonna Skisenter;SN49085;17.09.2019;33
Folgefonna Skisenter;SN49085;18.09.2019;29
Folgefonna Skisenter;SN49085;19.09.2019;24
Folgefonna Skisenter;SN49085;20.09.2019;18
Folgefonna Skisenter;SN49085;21.09.2019;11
Folgefonna Skisenter;SN49085;22.09.2019;8
Folgefonna Skisenter;SN49085;23.09.2019;0
Folgefonna Skisenter;SN49085;24.09.2019;0
Folgefonna Skisenter;SN49085;25.09.2019;0
Folgefonna Skisenter;SN49085;26.09.2019;0
Folgefonna Skisenter;SN49085;27.09.2019;0
Folgefonna Skisenter;SN49085;28.09.2019;0
Folgefonna Skisenter;SN49085;29.09.2019;0
Folgefonna Skisenter;SN49085;30.09.2019;0
Folgefonna Skisenter;SN49085;01.10.2019;3
Folgefonna Skisenter;SN49085;02.10.2019;0
Folgefonna Skisenter;SN49085;03.10.2019;0
Folgefonna Skisenter;SN49085;04.10.2019;0
Folgefonna Skisenter;SN49085;05.10.2019;0
Folgefonna Skisenter;SN49085;06.10.2019;0
Folgefonna Skisenter;SN49085;07.10.2019;0
Folgefonna Skisenter;SN49085;08.10.2019;0
Folgefonna Skisenter;SN49085;09.10.2019;0
Folgefonna Skisenter;SN49085;10.10.2019;0
Folgefonna Skisenter;SN49085;11.10.2019;0
Folgefonna Skisenter;SN49085;12.10.2019;0
Folgefonna Skisenter;SN49085;13.10.2019;6
Folgefonna Skisenter;SN49085;14.10.2019;7
Folgefonna Skisenter;SN49085;15.10.2019;4
Folgefonna Skisenter;SN49085;16.10.2019;0
Folgefonna Skisenter;SN49085;17.10.2019;0
Folgefonna Skisenter;SN49085;18.10.2019;0
Folgefonna Skisenter;SN49085;19.10.2019;0
Folgefonna Skisenter;SN49085;20.10.2019;0
Folgefonna Skisenter;SN49085;21.10.2019;0
Folgefonna Skisenter;SN49085;22.10.2019;0
Folgefonna Skisenter;SN49085;23.10.2019;0
Folgefonna Skisenter;SN49085;24.10.2019;0
Folgefonna Skisenter;SN49085;25.10.2019;2
Folgefonna Skisenter;SN49085;26.10.2019;27
Folgefonna Skisenter;SN49085;27.10.2019;30
Folgefonna Skisenter;SN49085;28.10.2019;31
Folgefonna Skisenter;SN49085;29.10.2019;29
Folgefonna Skisenter;SN49085;30.10.2019;28
Folgefonna Skisenter;SN49085;31.10.2019;32
Folgefonna Skisenter;SN49085;01.11.2019;34
Folgefonna Skisenter;SN49085;02.11.2019;29
Folgefonna Skisenter;SN49085;03.11.2019;0
Folgefonna Skisenter;SN49085;04.11.2019;0
Folgefonna Skisenter;SN49085;05.11.2019;0
Folgefonna Skisenter;SN49085;06.11.2019;0
Folgefonna Skisenter;SN49085;07.11.2019;0
Folgefonna Skisenter;SN49085;08.11.2019;0
Folgefonna Skisenter;SN49085;09.11.2019;0
Folgefonna Skisenter;SN49085;10.11.2019;0
Folgefonna Skisenter;SN49085;11.11.2019;0
Folgefonna Skisenter;SN49085;12.11.2019;0
Folgefonna Skisenter;SN49085;13.11.2019;0
Folgefonna Skisenter;SN49085;14.11.2019;0
Folgefonna Skisenter;SN49085;15.11.2019;0
Folgefonna Skisenter;SN49085;16.11.2019;0
Folgefonna Skisenter;SN49085;17.11.2019;0
Folgefonna Skisenter;SN49085;18.11.2019;0
Folgefonna Skisenter;SN49085;19.11.2019;5
Folgefonna Skisenter;SN49085;20.11.2019;4
Folgefonna Skisenter;SN49085;21.11.2019;0
Folgefonna Skisenter;SN49085;22.11.2019;0
Folgefonna Skisenter;SN49085;23.11.2019;0
Folgefonna Skisenter;SN49085;24.11.2019;0
Folgefonna Skisenter;SN49085;25.11.2019;0
Folgefonna Skisenter;SN49085;26.11.2019;2
Folgefonna Skisenter;SN49085;27.11.2019;0
Folgefonna Skisenter;SN49085;28.11.2019;5
Folgefonna Skisenter;SN49085;29.11.2019;0
Folgefonna Skisenter;SN49085;30.11.2019;0
Folgefonna Skisenter;SN49085;01.12.2019;7
Folgefonna Skisenter;SN49085;02.12.2019;8
Folgefonna Skisenter;SN49085;03.12.2019;30
Folgefonna Skisenter;SN49085;04.12.2019;19
Folgefonna Skisenter;SN49085;05.12.2019;36
Folgefonna Skisenter;SN49085;06.12.2019;106
Folgefonna Skisenter;SN49085;07.12.2019;111
Folgefonna Skisenter;SN49085;08.12.2019;107
Folgefonna Skisenter;SN49085;09.12.2019;144
Folgefonna Skisenter;SN49085;10.12.2019;148
Folgefonna Skisenter;SN49085;11.12.2019;199
Folgefonna Skisenter;SN49085;12.12.2019;211
Folgefonna Skisenter;SN49085;13.12.2019;214
Folgefonna Skisenter;SN49085;14.12.2019;217
Folgefonna Skisenter;SN49085;15.12.2019;222
Folgefonna Skisenter;SN49085;16.12.2019;165
Folgefonna Skisenter;SN49085;17.12.2019;112
Folgefonna Skisenter;SN49085;18.12.2019;99
Folgefonna Skisenter;SN49085;19.12.2019;91
Folgefonna Skisenter;SN49085;20.12.2019;86
Folgefonna Skisenter;SN49085;21.12.2019;82
Folgefonna Skisenter;SN49085;22.12.2019;81
Folgefonna Skisenter;SN49085;23.12.2019;81
Folgefonna Skisenter;SN49085;24.12.2019;81
Folgefonna Skisenter;SN49085;25.12.2019;85
Folgefonna Skisenter;SN49085;26.12.2019;88
Folgefonna Skisenter;SN49085;27.12.2019;87
Folgefonna Skisenter;SN49085;28.12.2019;80
Folgefonna Skisenter;SN49085;29.12.2019;82
Folgefonna Skisenter;SN49085;30.12.2019;88
Folgefonna Skisenter;SN49085;31.12.2019;115
Folgefonna Skisenter;SN49085;01.01.2020;112
Folgefonna Skisenter;SN49085;02.01.2020;110
Folgefonna Skisenter;SN49085;03.01.2020;133
Folgefonna Skisenter;SN49085;04.01.2020;144
Folgefonna Skisenter;SN49085;05.01.2020;144
Folgefonna Skisenter;SN49085;06.01.2020;142
Folgefonna Skisenter;SN49085;07.01.2020;159
Folgefonna Skisenter;SN49085;08.01.2020;142
Folgefonna Skisenter;SN49085;09.01.2020;160
Folgefonna Skisenter;SN49085;10.01.2020;159
Folgefonna Skisenter;SN49085;11.01.2020;138
Folgefonna Skisenter;SN49085;12.01.2020;180
Folgefonna Skisenter;SN49085;13.01.2020;200
Folgefonna Skisenter;SN49085;14.01.2020;180
Folgefonna Skisenter;SN49085;15.01.2020;183
Folgefonna Skisenter;SN49085;16.01.2020;186
Folgefonna Skisenter;SN49085;17.01.2020;189
Folgefonna Skisenter;SN49085;18.01.2020;192
Folgefonna Skisenter;SN49085;19.01.2020;195
Folgefonna Skisenter;SN49085;20.01.2020;198
Folgefonna Skisenter;SN49085;21.01.2020;201
Folgefonna Skisenter;SN49085;22.01.2020;204
Folgefonna Skisenter;SN49085;23.01.2020;203
Folgefonna Skisenter;SN49085;24.01.2020;215
Folgefonna Skisenter;SN49085;25.01.2020;213
Folgefonna Skisenter;SN49085;26.01.2020;215
Folgefonna Skisenter;SN49085;27.01.2020;217
Folgefonna Skisenter;SN49085;28.01.2020;214
Folgefonna Skisenter;SN49085;29.01.2020;213
Folgefonna Skisenter;SN49085;30.01.2020;220
Folgefonna Skisenter;SN49085;31.01.2020;215
Folgefonna Skisenter;SN49085;01.02.2020;222
Folgefonna Skisenter;SN49085;02.02.2020;234
Folgefonna Skisenter;SN49085;03.02.2020;236
Folgefonna Skisenter;SN49085;04.02.2020;225
Folgefonna Skisenter;SN49085;05.02.2020;220
Folgefonna Skisenter;SN49085;06.02.2020;220
Folgefonna Skisenter;SN49085;07.02.2020;220
Folgefonna Skisenter;SN49085;08.02.2020;219
Folgefonna Skisenter;SN49085;09.02.2020;220
Folgefonna Skisenter;SN49085;10.02.2020;232
Folgefonna Skisenter;SN49085;11.02.2020;280
Folgefonna Skisenter;SN49085;12.02.2020;301
Folgefonna Skisenter;SN49085;13.02.2020;331
Folgefonna Skisenter;SN49085;14.02.2020;326
Folgefonna Skisenter;SN49085;15.02.2020;331
Folgefonna Skisenter;SN49085;16.02.2020;318
Folgefonna Skisenter;SN49085;17.02.2020;318
Folgefonna Skisenter;SN49085;18.02.2020;318
Folgefonna Skisenter;SN49085;19.02.2020;318
Folgefonna Skisenter;SN49085;20.02.2020;318
Folgefonna Skisenter;SN49085;21.02.2020;283
Folgefonna Skisenter;SN49085;22.02.2020;335
Folgefonna Skisenter;SN49085;23.02.2020;335
Folgefonna Skisenter;SN49085;24.02.2020;330
Folgefonna Skisenter;SN49085;25.02.2020;325
Folgefonna Skisenter;SN49085;26.02.2020;319
Folgefonna Skisenter;SN49085;27.02.2020;319
Folgefonna Skisenter;SN49085;28.02.2020;320
Folgefonna Skisenter;SN49085;29.02.2020;319
Folgefonna Skisenter;SN49085;01.03.2020;323
Folgefonna Skisenter;SN49085;02.03.2020;326
Folgefonna Skisenter;SN49085;03.03.2020;328
Folgefonna Skisenter;SN49085;04.03.2020;328
Folgefonna Skisenter;SN49085;05.03.2020;328
Folgefonna Skisenter;SN49085;06.03.2020;327
Folgefonna Skisenter;SN49085;07.03.2020;328
Folgefonna Skisenter;SN49085;08.03.2020;326
Folgefonna Skisenter;SN49085;09.03.2020;324
Folgefonna Skisenter;SN49085;10.03.2020;324
Folgefonna Skisenter;SN49085;11.03.2020;353
Folgefonna Skisenter;SN49085;12.03.2020;358
Folgefonna Skisenter;SN49085;13.03.2020;369
Folgefonna Skisenter;SN49085;14.03.2020;366
Folgefonna Skisenter;SN49085;15.03.2020;363
Folgefonna Skisenter;SN49085;16.03.2020;358
Folgefonna Skisenter;SN49085;17.03.2020;387
Folgefonna Skisenter;SN49085;18.03.2020;388
Folgefonna Skisenter;SN49085;19.03.2020;399
Folgefonna Skisenter;SN49085;20.03.2020;386
Folgefonna Skisenter;SN49085;21.03.2020;384
Folgefonna Skisenter;SN49085;22.03.2020;384
Folgefonna Skisenter;SN49085;23.03.2020;384
Folgefonna Skisenter;SN49085;24.03.2020;382
Folgefonna Skisenter;SN49085;25.03.2020;383
Folgefonna Skisenter;SN49085;26.03.2020;383
Folgefonna Skisenter;SN49085;27.03.2020;383
Folgefonna Skisenter;SN49085;28.03.2020;383
Folgefonna Skisenter;SN49085;29.03.2020;383
Folgefonna Skisenter;SN49085;30.03.2020;384
Folgefonna Skisenter;SN49085;31.03.2020;384
Folgefonna Skisenter;SN49085;01.04.2020;384
Folgefonna Skisenter;SN49085;02.04.2020;383
Folgefonna Skisenter;SN49085;03.04.2020;381
Folgefonna Skisenter;SN49085;04.04.2020;379
Folgefonna Skisenter;SN49085;05.04.2020;377
Folgefonna Skisenter;SN49085;06.04.2020;375
Folgefonna Skisenter;SN49085;07.04.2020;372
Folgefonna Skisenter;SN49085;08.04.2020;370
Folgefonna Skisenter;SN49085;09.04.2020;368
Folgefonna Skisenter;SN49085;10.04.2020;366
Folgefonna Skisenter;SN49085;11.04.2020;364
Folgefonna Skisenter;SN49085;12.04.2020;362
Folgefonna Skisenter;SN49085;13.04.2020;360
Folgefonna Skisenter;SN49085;14.04.2020;358
Folgefonna Skisenter;SN49085;15.04.2020;356
Folgefonna Skisenter;SN49085;16.04.2020;353
Folgefonna Skisenter;SN49085;17.04.2020;352
Folgefonna Skisenter;SN49085;18.04.2020;350
Folgefonna Skisenter;SN49085;19.04.2020;347
Folgefonna Skisenter;SN49085;20.04.2020;345
Folgefonna Skisenter;SN49085;21.04.2020;340
Folgefonna Skisenter;SN49085;22.04.2020;335
Folgefonna Skisenter;SN49085;23.04.2020;332
Folgefonna Skisenter;SN49085;24.04.2020;328
Folgefonna Skisenter;SN49085;25.04.2020;327
Folgefonna Skisenter;SN49085;26.04.2020;324
Folgefonna Skisenter;SN49085;27.04.2020;327
Folgefonna Skisenter;SN49085;28.04.2020;322
Folgefonna Skisenter;SN49085;29.04.2020;318
Folgefonna Skisenter;SN49085;30.04.2020;315
Folgefonna Skisenter;SN49085;01.05.2020;312
Folgefonna Skisenter;SN49085;02.05.2020;313
Folgefonna Skisenter;SN49085;03.05.2020;318
Folgefonna Skisenter;SN49085;04.05.2020;323
Folgefonna Skisenter;SN49085;05.05.2020;342
Folgefonna Skisenter;SN49085;06.05.2020;342
Folgefonna Skisenter;SN49085;07.05.2020;343
Folgefonna Skisenter;SN49085;08.05.2020;342
Folgefonna Skisenter;SN49085;09.05.2020;344
Folgefonna Skisenter;SN49085;10.05.2020;355
Folgefonna Skisenter;SN49085;11.05.2020;354
Folgefonna Skisenter;SN49085;12.05.2020;353
Folgefonna Skisenter;SN49085;13.05.2020;352
Folgefonna Skisenter;SN49085;14.05.2020;351
Folgefonna Skisenter;SN49085;15.05.2020;350
Folgefonna Skisenter;SN49085;16.05.2020;350
Folgefonna Skisenter;SN49085;17.05.2020;349
Folgefonna Skisenter;SN49085;18.05.2020;349
Folgefonna Skisenter;SN49085;19.05.2020;347
Folgefonna Skisenter;SN49085;20.05.2020;345
Folgefonna Skisenter;SN49085;21.05.2020;341
Folgefonna Skisenter;SN49085;22.05.2020;331
Folgefonna Skisenter;SN49085;23.05.2020;309
Folgefonna Skisenter;SN49085;24.05.2020;307
Folgefonna Skisenter;SN49085;25.05.2020;303
Folgefonna Skisenter;SN49085;26.05.2020;298
Folgefonna Skisenter;SN49085;27.05.2020;294
Folgefonna Skisenter;SN49085;28.05.2020;293
Folgefonna Skisenter;SN49085;29.05.2020;289
Folgefonna Skisenter;SN49085;30.05.2020;281
Folgefonna Skisenter;SN49085;31.05.2020;267
Folgefonna Skisenter;SN49085;01.06.2020;256
Folgefonna Skisenter;SN49085;02.06.2020;249
Folgefonna Skisenter;SN49085;03.06.2020;246
Folgefonna Skisenter;SN49085;04.06.2020;237
Folgefonna Skisenter;SN49085;05.06.2020;229
Folgefonna Skisenter;SN49085;06.06.2020;222
Folgefonna Skisenter;SN49085;07.06.2020;220
Folgefonna Skisenter;SN49085;08.06.2020;218
Folgefonna Skisenter;SN49085;09.06.2020;156
Folgefonna Skisenter;SN49085;10.06.2020;152
Folgefonna Skisenter;SN49085;11.06.2020;146
Folgefonna Skisenter;SN49085;12.06.2020;136
Folgefonna Skisenter;SN49085;13.06.2020;38
Folgefonna Skisenter;SN49085;14.06.2020;16
Folgefonna Skisenter;SN49085;15.06.2020;8
Folgefonna Skisenter;SN49085;16.06.2020;0
Folgefonna Skisenter;SN49085;17.06.2020;0
Folgefonna Skisenter;SN49085;18.06.2020;0
Folgefonna Skisenter;SN49085;19.06.2020;0
Folgefonna Skisenter;SN49085;20.06.2020;0
Folgefonna Skisenter;SN49085;21.06.2020;0
Folgefonna Skisenter;SN49085;22.06.2020;0
Folgefonna Skisenter;SN49085;23.06.2020;0
Folgefonna Skisenter;SN49085;24.06.2020;0
Folgefonna Skisenter;SN49085;25.06.2020;0
Folgefonna Skisenter;SN49085;26.06.2020;0
Folgefonna Skisenter;SN49085;27.06.2020;0
Folgefonna Skisenter;SN49085;28.06.2020;0
Folgefonna Skisenter;SN49085;29.06.2020;0
Folgefonna Skisenter;SN49085;30.06.2020;0
Folgefonna Skisenter;SN49085;01.07.2020;0
Folgefonna Skisenter;SN49085;02.07.2020;0
Folgefonna Skisenter;SN49085;03.07.2020;0
Folgefonna Skisenter;SN49085;04.07.2020;0
Folgefonna Skisenter;SN49085;05.07.2020;0
Folgefonna Skisenter;SN49085;06.07.2020;0
Folgefonna Skisenter;SN49085;07.07.2020;0
Folgefonna Skisenter;SN49085;08.07.2020;0
Folgefonna Skisenter;SN49085;09.07.2020;0
Folgefonna Skisenter;SN49085;10.07.2020;0
Folgefonna Skisenter;SN49085;11.07.2020;0
Folgefonna Skisenter;SN49085;12.07.2020;0
Folgefonna Skisenter;SN49085;13.07.2020;0
Folgefonna Skisenter;SN49085;14.07.2020;0
Folgefonna Skisenter;SN49085;15.07.2020;0
Folgefonna Skisenter;SN49085;16.07.2020;0
Folgefonna Skisenter;SN49085;17.07.2020;0
Folgefonna Skisenter;SN49085;18.07.2020;0
Folgefonna Skisenter;SN49085;19.07.2020;0
Folgefonna Skisenter;SN49085;20.07.2020;0
Folgefonna Skisenter;SN49085;21.07.2020;0
Folgefonna Skisenter;SN49085;22.07.2020;0
Folgefonna Skisenter;SN49085;23.07.2020;0
Folgefonna Skisenter;SN49085;24.07.2020;0
Folgefonna Skisenter;SN49085;25.07.2020;0
Folgefonna Skisenter;SN49085;26.07.2020;0
Folgefonna Skisenter;SN49085;27.07.2020;0
Folgefonna Skisenter;SN49085;28.07.2020;0
Folgefonna Skisenter;SN49085;29.07.2020;0
Folgefonna Skisenter;SN49085;30.07.2020;0
Folgefonna Skisenter;SN49085;31.07.2020;0
Folgefonna Skisenter;SN49085;01.08.2020;0
Folgefonna Skisenter;SN49085;02.08.2020;0
