Navn;Stasjon;Tid(norsk normaltid);Snødybde
Folgefonna Skisenter;SN49085;30.08.2023;0
Folgefonna Skisenter;SN49085;31.08.2023;0
Folgefonna Skisenter;SN49085;01.09.2023;0
Folgefonna Skisenter;SN49085;02.09.2023;0
Folgefonna Skisenter;SN49085;03.09.2023;0
Folgefonna Skisenter;SN49085;04.09.2023;0
Folgefonna Skisenter;SN49085;05.09.2023;0
Folgefonna Skisenter;SN49085;06.09.2023;0
Folgefonna Skisenter;SN49085;07.09.2023;0
Folgefonna Skisenter;SN49085;08.09.2023;0
Folgefonna Skisenter;SN49085;09.09.2023;0
Folgefonna Skisenter;SN49085;10.09.2023;0
Folgefonna Skisenter;SN49085;11.09.2023;0
Folgefonna Skisenter;SN49085;12.09.2023;0
Folgefonna Skisenter;SN49085;13.09.2023;0
Folgefonna Skisenter;SN49085;14.09.2023;0
Folgefonna Skisenter;SN49085;15.09.2023;0
Folgefonna Skisenter;SN49085;16.09.2023;0
Folgefonna Skisenter;SN49085;17.09.2023;0
Folgefonna Skisenter;SN49085;18.09.2023;0
Folgefonna Skisenter;SN49085;19.09.2023;0
Folgefonna Skisenter;SN49085;20.09.2023;0
Folgefonna Skisenter;SN49085;21.09.2023;0
Folgefonna Skisenter;SN49085;22.09.2023;0
Folgefonna Skisenter;SN49085;23.09.2023;0
Folgefonna Skisenter;SN49085;24.09.2023;0
Folgefonna Skisenter;SN49085;25.09.2023;0
Folgefonna Skisenter;SN49085;26.09.2023;0
Folgefonna Skisenter;SN49085;27.09.2023;0
Folgefonna Skisenter;SN49085;28.09.2023;0
Folgefonna Skisenter;SN49085;29.09.2023;0
Folgefonna Skisenter;SN49085;30.09.2023;0
Folgefonna Skisenter;SN49085;01.10.2023;0
Folgefonna Skisenter;SN49085;02.10.2023;0
Folgefonna Skisenter;SN49085;03.10.2023;0
Folgefonna Skisenter;SN49085;04.10.2023;0
Folgefonna Skisenter;SN49085;05.10.2023;0
Folgefonna Skisenter;SN49085;06.10.2023;0
Folgefonna Skisenter;SN49085;07.10.2023;0
Folgefonna Skisenter;SN49085;08.10.2023;0
Folgefonna Skisenter;SN49085;09.10.2023;0
Folgefonna Skisenter;SN49085;10.10.2023;0
Folgefonna Skisenter;SN49085;11.10.2023;0
Folgefonna Skisenter;SN49085;12.10.2023;45
Folgefonna Skisenter;SN49085;13.10.2023;67
Folgefonna Skisenter;SN49085;14.10.2023;78
Folgefonna Skisenter;SN49085;15.10.2023;99
Folgefonna Skisenter;SN49085;16.10.2023;107
Folgefonna Skisenter;SN49085;17.10.2023;113
Folgefonna Skisenter;SN49085;18.10.2023;103
Folgefonna Skisenter;SN49085;19.10.2023;100
Folgefonna Skisenter;SN49085;20.10.2023;98
Folgefonna Skisenter;SN49085;21.10.2023;84
Folgefonna Skisenter;SN49085;22.10.2023;85
Folgefonna Skisenter;SN49085;23.10.2023;87
Folgefonna Skisenter;SN49085;24.10.2023;88
Folgefonna Skisenter;SN49085;25.10.2023;87
Folgefonna Skisenter;SN49085;26.10.2023;87
Folgefonna Skisenter;SN49085;27.10.2023;86
Folgefonna Skisenter;SN49085;28.10.2023;86
Folgefonna Skisenter;SN49085;29.10.2023;85
Folgefonna Skisenter;SN49085;30.10.2023;83
Folgefonna Skisenter;SN49085;31.10.2023;82
Folgefonna Skisenter;SN49085;01.11.2023;83
Folgefonna Skisenter;SN49085;02.11.2023;68
Folgefonna Skisenter;SN49085;03.11.2023;82
Folgefonna Skisenter;SN49085;04.11.2023;82
Folgefonna Skisenter;SN49085;05.11.2023;83
Folgefonna Skisenter;SN49085;06.11.2023;83
Folgefonna Skisenter;SN49085;07.11.2023;83
Folgefonna Skisenter;SN49085;08.11.2023;83
Folgefonna Skisenter;SN49085;09.11.2023;68
Folgefonna Skisenter;SN49085;10.11.2023;82
Folgefonna Skisenter;SN49085;11.11.2023;82
Folgefonna Skisenter;SN49085;12.11.2023;82
Folgefonna Skisenter;SN49085;13.11.2023;82
Folgefonna Skisenter;SN49085;14.11.2023;81
Folgefonna Skisenter;SN49085;15.11.2023;82
Folgefonna Skisenter;SN49085;16.11.2023;95
Folgefonna Skisenter;SN49085;17.11.2023;85
Folgefonna Skisenter;SN49085;18.11.2023;85
Folgefonna Skisenter;SN49085;19.11.2023;81
Folgefonna Skisenter;SN49085;20.11.2023;81
Folgefonna Skisenter;SN49085;21.11.2023;81
Folgefonna Skisenter;SN49085;22.11.2023;82
Folgefonna Skisenter;SN49085;23.11.2023;111
Folgefonna Skisenter;SN49085;24.11.2023;138
Folgefonna Skisenter;SN49085;25.11.2023;129
Folgefonna Skisenter;SN49085;26.11.2023;128
Folgefonna Skisenter;SN49085;27.11.2023;104
Folgefonna Skisenter;SN49085;28.11.2023;104
Folgefonna Skisenter;SN49085;29.11.2023;104
Folgefonna Skisenter;SN49085;30.11.2023;104
Folgefonna Skisenter;SN49085;01.12.2023;104
Folgefonna Skisenter;SN49085;02.12.2023;110
Folgefonna Skisenter;SN49085;03.12.2023;110
Folgefonna Skisenter;SN49085;04.12.2023;110
Folgefonna Skisenter;SN49085;05.12.2023;110
Folgefonna Skisenter;SN49085;06.12.2023;110
Folgefonna Skisenter;SN49085;07.12.2023;110
Folgefonna Skisenter;SN49085;08.12.2023;94
Folgefonna Skisenter;SN49085;09.12.2023;90
Folgefonna Skisenter;SN49085;10.12.2023;89
Folgefonna Skisenter;SN49085;11.12.2023;88
Folgefonna Skisenter;SN49085;12.12.2023;89
Folgefonna Skisenter;SN49085;13.12.2023;89
Folgefonna Skisenter;SN49085;14.12.2023;91
Folgefonna Skisenter;SN49085;15.12.2023;115
Folgefonna Skisenter;SN49085;16.12.2023;128
Folgefonna Skisenter;SN49085;17.12.2023;123
Folgefonna Skisenter;SN49085;18.12.2023;120
Folgefonna Skisenter;SN49085;19.12.2023;125
Folgefonna Skisenter;SN49085;20.12.2023;173
Folgefonna Skisenter;SN49085;21.12.2023;163
Folgefonna Skisenter;SN49085;22.12.2023;163
Folgefonna Skisenter;SN49085;23.12.2023;169
Folgefonna Skisenter;SN49085;24.12.2023;157
Folgefonna Skisenter;SN49085;25.12.2023;192
Folgefonna Skisenter;SN49085;26.12.2023;199
Folgefonna Skisenter;SN49085;27.12.2023;201
Folgefonna Skisenter;SN49085;28.12.2023;150
Folgefonna Skisenter;SN49085;29.12.2023;145
Folgefonna Skisenter;SN49085;30.12.2023;141
Folgefonna Skisenter;SN49085;31.12.2023;136
Folgefonna Skisenter;SN49085;01.01.2024;131
Folgefonna Skisenter;SN49085;02.01.2024;126
Folgefonna Skisenter;SN49085;03.01.2024;122
Folgefonna Skisenter;SN49085;04.01.2024;117
Folgefonna Skisenter;SN49085;05.01.2024;116
Folgefonna Skisenter;SN49085;06.01.2024;116
Folgefonna Skisenter;SN49085;07.01.2024;116
Folgefonna Skisenter;SN49085;08.01.2024;116
Folgefonna Skisenter;SN49085;09.01.2024;116
Folgefonna Skisenter;SN49085;10.01.2024;116
Folgefonna Skisenter;SN49085;11.01.2024;116
Folgefonna Skisenter;SN49085;12.01.2024;116
Folgefonna Skisenter;SN49085;13.01.2024;136
Folgefonna Skisenter;SN49085;14.01.2024;138
Folgefonna Skisenter;SN49085;15.01.2024;141
Folgefonna Skisenter;SN49085;16.01.2024;140
Folgefonna Skisenter;SN49085;17.01.2024;148
Folgefonna Skisenter;SN49085;18.01.2024;146
Folgefonna Skisenter;SN49085;19.01.2024;182
Folgefonna Skisenter;SN49085;20.01.2024;189
Folgefonna Skisenter;SN49085;21.01.2024;165
Folgefonna Skisenter;SN49085;22.01.2024;133
Folgefonna Skisenter;SN49085;23.01.2024;152
Folgefonna Skisenter;SN49085;24.01.2024;159
Folgefonna Skisenter;SN49085;25.01.2024;152
Folgefonna Skisenter;SN49085;26.01.2024;166
Folgefonna Skisenter;SN49085;27.01.2024;193
Folgefonna Skisenter;SN49085;28.01.2024;191
Folgefonna Skisenter;SN49085;29.01.2024;195
Folgefonna Skisenter;SN49085;30.01.2024;203
Folgefonna Skisenter;SN49085;31.01.2024;208
Folgefonna Skisenter;SN49085;01.02.2024;207
Folgefonna Skisenter;SN49085;02.02.2024;209
Folgefonna Skisenter;SN49085;03.02.2024;212
Folgefonna Skisenter;SN49085;04.02.2024;214
Folgefonna Skisenter;SN49085;05.02.2024;217
Folgefonna Skisenter;SN49085;06.02.2024;213
Folgefonna Skisenter;SN49085;07.02.2024;213
Folgefonna Skisenter;SN49085;08.02.2024;222
Folgefonna Skisenter;SN49085;09.02.2024;219
Folgefonna Skisenter;SN49085;10.02.2024;211
Folgefonna Skisenter;SN49085;11.02.2024;196
Folgefonna Skisenter;SN49085;12.02.2024;196
Folgefonna Skisenter;SN49085;13.02.2024;210
Folgefonna Skisenter;SN49085;14.02.2024;215
Folgefonna Skisenter;SN49085;15.02.2024;229
Folgefonna Skisenter;SN49085;16.02.2024;208
Folgefonna Skisenter;SN49085;17.02.2024;209
Folgefonna Skisenter;SN49085;18.02.2024;206
Folgefonna Skisenter;SN49085;19.02.2024;210
Folgefonna Skisenter;SN49085;20.02.2024;218
Folgefonna Skisenter;SN49085;21.02.2024;223
Folgefonna Skisenter;SN49085;22.02.2024;217
Folgefonna Skisenter;SN49085;23.02.2024;216
Folgefonna Skisenter;SN49085;24.02.2024;222
Folgefonna Skisenter;SN49085;25.02.2024;222
Folgefonna Skisenter;SN49085;26.02.2024;222
Folgefonna Skisenter;SN49085;27.02.2024;238
Folgefonna Skisenter;SN49085;28.02.2024;248
Folgefonna Skisenter;SN49085;29.02.2024;217
Folgefonna Skisenter;SN49085;01.03.2024;216
Folgefonna Skisenter;SN49085;02.03.2024;213
Folgefonna Skisenter;SN49085;03.03.2024;212
Folgefonna Skisenter;SN49085;04.03.2024;212
Folgefonna Skisenter;SN49085;05.03.2024;211
Folgefonna Skisenter;SN49085;06.03.2024;210
Folgefonna Skisenter;SN49085;07.03.2024;210
Folgefonna Skisenter;SN49085;08.03.2024;210
Folgefonna Skisenter;SN49085;09.03.2024;210
Folgefonna Skisenter;SN49085;10.03.2024;210
Folgefonna Skisenter;SN49085;11.03.2024;209
Folgefonna Skisenter;SN49085;12.03.2024;207
Folgefonna Skisenter;SN49085;13.03.2024;206
Folgefonna Skisenter;SN49085;14.03.2024;213
Folgefonna Skisenter;SN49085;15.03.2024;214
Folgefonna Skisenter;SN49085;16.03.2024;226
Folgefonna Skisenter;SN49085;17.03.2024;213
Folgefonna Skisenter;SN49085;18.03.2024;212
Folgefonna Skisenter;SN49085;19.03.2024;212
Folgefonna Skisenter;SN49085;20.03.2024;220
Folgefonna Skisenter;SN49085;21.03.2024;220
Folgefonna Skisenter;SN49085;22.03.2024;238
Folgefonna Skisenter;SN49085;23.03.2024;263
Folgefonna Skisenter;SN49085;24.03.2024;256
Folgefonna Skisenter;SN49085;25.03.2024;261
Folgefonna Skisenter;SN49085;26.03.2024;258
Folgefonna Skisenter;SN49085;27.03.2024;232
Folgefonna Skisenter;SN49085;28.03.2024;213
Folgefonna Skisenter;SN49085;29.03.2024;212
Folgefonna Skisenter;SN49085;30.03.2024;212
Folgefonna Skisenter;SN49085;31.03.2024;214
Folgefonna Skisenter;SN49085;01.04.2024;213
Folgefonna Skisenter;SN49085;02.04.2024;212
Folgefonna Skisenter;SN49085;03.04.2024;212
Folgefonna Skisenter;SN49085;04.04.2024;211
Folgefonna Skisenter;SN49085;05.04.2024;214
Folgefonna Skisenter;SN49085;06.04.2024;213
Folgefonna Skisenter;SN49085;07.04.2024;201
Folgefonna Skisenter;SN49085;08.04.2024;216
Folgefonna Skisenter;SN49085;09.04.2024;212
Folgefonna Skisenter;SN49085;10.04.2024;211
Folgefonna Skisenter;SN49085;11.04.2024;217
Folgefonna Skisenter;SN49085;12.04.2024;213
Folgefonna Skisenter;SN49085;13.04.2024;212
Folgefonna Skisenter;SN49085;14.04.2024;228
Folgefonna Skisenter;SN49085;15.04.2024;240
Folgefonna Skisenter;SN49085;16.04.2024;214
Folgefonna Skisenter;SN49085;17.04.2024;214
Folgefonna Skisenter;SN49085;18.04.2024;213
Folgefonna Skisenter;SN49085;19.04.2024;213
Folgefonna Skisenter;SN49085;20.04.2024;218
Folgefonna Skisenter;SN49085;21.04.2024;216
Folgefonna Skisenter;SN49085;22.04.2024;216
Folgefonna Skisenter;SN49085;23.04.2024;215
Folgefonna Skisenter;SN49085;24.04.2024;214
Folgefonna Skisenter;SN49085;25.04.2024;213
Folgefonna Skisenter;SN49085;26.04.2024;213
Folgefonna Skisenter;SN49085;27.04.2024;213
Folgefonna Skisenter;SN49085;28.04.2024;212
Folgefonna Skisenter;SN49085;29.04.2024;211
Folgefonna Skisenter;SN49085;30.04.2024;211
Folgefonna Skisenter;SN49085;01.05.2024;198
Folgefonna Skisenter;SN49085;02.05.2024;171
Folgefonna Skisenter;SN49085;03.05.2024;155
Folgefonna Skisenter;SN49085;04.05.2024;148
Folgefonna Skisenter;SN49085;05.05.2024;140
Folgefonna Skisenter;SN49085;06.05.2024;131
Folgefonna Skisenter;SN49085;07.05.2024;126
Folgefonna Skisenter;SN49085;08.05.2024;124
Folgefonna Skisenter;SN49085;09.05.2024;120
Folgefonna Skisenter;SN49085;10.05.2024;116
Folgefonna Skisenter;SN49085;11.05.2024;113
Folgefonna Skisenter;SN49085;12.05.2024;108
Folgefonna Skisenter;SN49085;13.05.2024;97
Folgefonna Skisenter;SN49085;14.05.2024;85
Folgefonna Skisenter;SN49085;15.05.2024;74
Folgefonna Skisenter;SN49085;16.05.2024;60
Folgefonna Skisenter;SN49085;17.05.2024;46
Folgefonna Skisenter;SN49085;18.05.2024;35
Folgefonna Skisenter;SN49085;19.05.2024;26
Folgefonna Skisenter;SN49085;20.05.2024;21
Folgefonna Skisenter;SN49085;21.05.2024;13
Folgefonna Skisenter;SN49085;22.05.2024;0
Folgefonna Skisenter;SN49085;23.05.2024;0
Folgefonna Skisenter;SN49085;24.05.2024;0
Folgefonna Skisenter;SN49085;25.05.2024;0
Folgefonna Skisenter;SN49085;26.05.2024;0
Folgefonna Skisenter;SN49085;27.05.2024;0
Folgefonna Skisenter;SN49085;28.05.2024;0
Folgefonna Skisenter;SN49085;29.05.2024;0
Folgefonna Skisenter;SN49085;30.05.2024;0
Folgefonna Skisenter;SN49085;31.05.2024;0
Folgefonna Skisenter;SN49085;01.06.2024;0
Folgefonna Skisenter;SN49085;02.06.2024;0
Folgefonna Skisenter;SN49085;03.06.2024;0
Folgefonna Skisenter;SN49085;04.06.2024;0
Folgefonna Skisenter;SN49085;05.06.2024;0
Folgefonna Skisenter;SN49085;06.06.2024;0
Folgefonna Skisenter;SN49085;07.06.2024;0
Folgefonna Skisenter;SN49085;08.06.2024;0
Folgefonna Skisenter;SN49085;09.06.2024;0
Folgefonna Skisenter;SN49085;10.06.2024;0
Folgefonna Skisenter;SN49085;11.06.2024;0
Folgefonna Skisenter;SN49085;12.06.2024;0
Folgefonna Skisenter;SN49085;13.06.2024;0
Folgefonna Skisenter;SN49085;14.06.2024;0
Folgefonna Skisenter;SN49085;15.06.2024;0
Folgefonna Skisenter;SN49085;16.06.2024;0
Folgefonna Skisenter;SN49085;17.06.2024;0
Folgefonna Skisenter;SN49085;18.06.2024;0
Folgefonna Skisenter;SN49085;19.06.2024;0
Folgefonna Skisenter;SN49085;20.06.2024;0
Folgefonna Skisenter;SN49085;21.06.2024;0
Folgefonna Skisenter;SN49085;22.06.2024;0
Folgefonna Skisenter;SN49085;23.06.2024;0
Folgefonna Skisenter;SN49085;24.06.2024;0
Folgefonna Skisenter;SN49085;25.06.2024;0
Folgefonna Skisenter;SN49085;26.06.2024;0
Folgefonna Skisenter;SN49085;27.06.2024;0
Folgefonna Skisenter;SN49085;01.08.2024;0
Folgefonna Skisenter;SN49085;02.08.2024;0
Folgefonna Skisenter;SN49085;03.08.2024;0
Folgefonna Skisenter;SN49085;04.08.2024;0
Folgefonna Skisenter;SN49085;05.08.2024;0
Folgefonna Skisenter;SN49085;06.08.2024;0
Folgefonna Skisenter;SN49085;07.08.2024;0
Folgefonna Skisenter;SN49085;08.08.2024;0
Folgefonna Skisenter;SN49085;09.08.2024;0
Folgefonna Skisenter;SN49085;10.08.2024;0
Folgefonna Skisenter;SN49085;11.08.2024;0
Folgefonna Skisenter;SN49085;12.08.2024;0
Folgefonna Skisenter;SN49085;13.08.2024;0
Folgefonna Skisenter;SN49085;14.08.2024;0
Folgefonna Skisenter;SN49085;15.08.2024;0
Folgefonna Skisenter;SN49085;16.08.2024;0
Folgefonna Skisenter;SN49085;17.08.2024;0
Folgefonna Skisenter;SN49085;18.08.2024;0
Folgefonna Skisenter;SN49085;19.08.2024;0
Folgefonna Skisenter;SN49085;20.08.2024;0
Folgefonna Skisenter;SN49085;21.08.2024;0
Folgefonna Skisenter;SN49085;22.08.2024;0
Folgefonna Skisenter;SN49085;23.08.2024;0
Folgefonna Skisenter;SN49085;24.08.2024;0
Folgefonna Skisenter;SN49085;25.08.2024;0
Folgefonna Skisenter;SN49085;26.08.2024;0
Folgefonna Skisenter;SN49085;27.08.2024;0
Folgefonna Skisenter;SN49085;28.08.2024;0
Folgefonna Skisenter;SN49085;29.08.2024;0
Folgefonna Skisenter;SN49085;30.08.2024;0
Folgefonna Skisenter;SN49085;31.08.2024;0
Folgefonna Skisenter;SN49085;01.09.2024;0
Folgefonna Skisenter;SN49085;02.09.2024;0
Folgefonna Skisenter;SN49085;03.09.2024;0
Folgefonna Skisenter;SN49085;04.09.2024;0
Folgefonna Skisenter;SN49085;05.09.2024;0
Folgefonna Skisenter;SN49085;06.09.2024;0
Folgefonna Skisenter;SN49085;07.09.2024;0
Folgefonna Skisenter;SN49085;08.09.2024;0
Folgefonna Skisenter;SN49085;09.09.2024;0
Folgefonna Skisenter;SN49085;10.09.2024;0
Folgefonna Skisenter;SN49085;11.09.2024;0
Folgefonna Skisenter;SN49085;12.09.2024;7
Folgefonna Skisenter;SN49085;13.09.2024;11
Folgefonna Skisenter;SN49085;14.09.2024;9
Folgefonna Skisenter;SN49085;15.09.2024;0
Folgefonna Skisenter;SN49085;16.09.2024;0
Folgefonna Skisenter;SN49085;17.09.2024;0
Folgefonna Skisenter;SN49085;18.09.2024;0
Folgefonna Skisenter;SN49085;19.09.2024;0
Folgefonna Skisenter;SN49085;20.09.2024;0
Folgefonna Skisenter;SN49085;21.09.2024;0
Folgefonna Skisenter;SN49085;22.09.2024;0
Folgefonna Skisenter;SN49085;28.09.2024;0
Folgefonna Skisenter;SN49085;29.09.2024;4
Folgefonna Skisenter;SN49085;30.09.2024;0
Folgefonna Skisenter;SN49085;01.10.2024;0
Folgefonna Skisenter;SN49085;02.10.2024;0
Folgefonna Skisenter;SN49085;03.10.2024;0
Folgefonna Skisenter;SN49085;04.10.2024;0
Folgefonna Skisenter;SN49085;05.10.2024;0
Folgefonna Skisenter;SN49085;06.10.2024;0
Folgefonna Skisenter;SN49085;07.10.2024;0
Folgefonna Skisenter;SN49085;08.10.2024;0
Folgefonna Skisenter;SN49085;09.10.2024;0
Folgefonna Skisenter;SN49085;10.10.2024;0
Folgefonna Skisenter;SN49085;11.10.2024;3
Folgefonna Skisenter;SN49085;12.10.2024;20
Folgefonna Skisenter;SN49085;13.10.2024;4
Folgefonna Skisenter;SN49085;14.10.2024;5
Folgefonna Skisenter;SN49085;15.10.2024;4
Folgefonna Skisenter;SN49085;16.10.2024;0
Folgefonna Skisenter;SN49085;17.10.2024;0
Folgefonna Skisenter;SN49085;18.10.2024;0
Folgefonna Skisenter;SN49085;19.10.2024;0
Folgefonna Skisenter;SN49085;20.10.2024;0
Folgefonna Skisenter;SN49085;21.10.2024;0
Folgefonna Skisenter;SN49085;22.10.2024;0
Folgefonna Skisenter;SN49085;23.10.2024;11
Folgefonna Skisenter;SN49085;24.10.2024;4
Folgefonna Skisenter;SN49085;25.10.2024;0
Folgefonna Skisenter;SN49085;26.10.2024;0
Folgefonna Skisenter;SN49085;27.10.2024;4
Folgefonna Skisenter;SN49085;28.10.2024;23
Folgefonna Skisenter;SN49085;29.10.2024;19
Folgefonna Skisenter;SN49085;30.10.2024;17
Folgefonna Skisenter;SN49085;31.10.2024;40
Folgefonna Skisenter;SN49085;01.11.2024;21
Folgefonna Skisenter;SN49085;02.11.2024;26
Folgefonna Skisenter;SN49085;03.11.2024;21
Folgefonna Skisenter;SN49085;04.11.2024;17
Folgefonna Skisenter;SN49085;05.11.2024;16
Folgefonna Skisenter;SN49085;06.11.2024;16
Folgefonna Skisenter;SN49085;07.11.2024;16
Folgefonna Skisenter;SN49085;08.11.2024;13
Folgefonna Skisenter;SN49085;09.11.2024;13
Folgefonna Skisenter;SN49085;10.11.2024;13
Folgefonna Skisenter;SN49085;11.11.2024;16
Folgefonna Skisenter;SN49085;12.11.2024;16
Folgefonna Skisenter;SN49085;13.11.2024;13
Folgefonna Skisenter;SN49085;14.11.2024;14
Folgefonna Skisenter;SN49085;15.11.2024;12
Folgefonna Skisenter;SN49085;16.11.2024;10
Folgefonna Skisenter;SN49085;17.11.2024;45
Folgefonna Skisenter;SN49085;18.11.2024;62
Folgefonna Skisenter;SN49085;19.11.2024;58
Folgefonna Skisenter;SN49085;20.11.2024;51
Folgefonna Skisenter;SN49085;21.11.2024;50
Folgefonna Skisenter;SN49085;22.11.2024;49
Folgefonna Skisenter;SN49085;23.11.2024;54
Folgefonna Skisenter;SN49085;24.11.2024;7
Folgefonna Skisenter;SN49085;25.11.2024;11
Folgefonna Skisenter;SN49085;26.11.2024;20
Folgefonna Skisenter;SN49085;27.11.2024;22
Folgefonna Skisenter;SN49085;28.11.2024;22
Folgefonna Skisenter;SN49085;29.11.2024;22
Folgefonna Skisenter;SN49085;30.11.2024;26
Folgefonna Skisenter;SN49085;01.12.2024;19
Folgefonna Skisenter;SN49085;02.12.2024;11
Folgefonna Skisenter;SN49085;03.12.2024;17
Folgefonna Skisenter;SN49085;04.12.2024;17
Folgefonna Skisenter;SN49085;05.12.2024;12
Folgefonna Skisenter;SN49085;06.12.2024;15
Folgefonna Skisenter;SN49085;07.12.2024;15
Folgefonna Skisenter;SN49085;08.12.2024;14
Folgefonna Skisenter;SN49085;09.12.2024;14
Folgefonna Skisenter;SN49085;10.12.2024;14
Folgefonna Skisenter;SN49085;11.12.2024;14
Folgefonna Skisenter;SN49085;12.12.2024;14
Folgefonna Skisenter;SN49085;13.12.2024;33
Folgefonna Skisenter;SN49085;14.12.2024;122
Folgefonna Skisenter;SN49085;15.12.2024;128
Folgefonna Skisenter;SN49085;16.12.2024;115
Folgefonna Skisenter;SN49085;17.12.2024;112
Folgefonna Skisenter;SN49085;18.12.2024;106
Folgefonna Skisenter;SN49085;19.12.2024;107
Folgefonna Skisenter;SN49085;20.12.2024;101
Folgefonna Skisenter;SN49085;21.12.2024;134
Folgefonna Skisenter;SN49085;22.12.2024;144
Folgefonna Skisenter;SN49085;23.12.2024;147
Folgefonna Skisenter;SN49085;24.12.2024;148
Folgefonna Skisenter;SN49085;25.12.2024;128
Folgefonna Skisenter;SN49085;26.12.2024;112
Folgefonna Skisenter;SN49085;27.12.2024;134
Folgefonna Skisenter;SN49085;28.12.2024;129
Folgefonna Skisenter;SN49085;29.12.2024;172
Folgefonna Skisenter;SN49085;30.12.2024;182
Folgefonna Skisenter;SN49085;31.12.2024;185
Folgefonna Skisenter;SN49085;01.01.2025;166
Folgefonna Skisenter;SN49085;02.01.2025;149
Folgefonna Skisenter;SN49085;03.01.2025;160
Folgefonna Skisenter;SN49085;04.01.2025;175
Folgefonna Skisenter;SN49085;05.01.2025;175
Folgefonna Skisenter;SN49085;06.01.2025;145
Folgefonna Skisenter;SN49085;07.01.2025;205
Folgefonna Skisenter;SN49085;08.01.2025;205
Folgefonna Skisenter;SN49085;09.01.2025;205
Folgefonna Skisenter;SN49085;10.01.2025;205
Folgefonna Skisenter;SN49085;11.01.2025;205
Folgefonna Skisenter;SN49085;12.01.2025;205
Folgefonna Skisenter;SN49085;13.01.2025;202
Folgefonna Skisenter;SN49085;14.01.2025;194
Folgefonna Skisenter;SN49085;15.01.2025;185
Folgefonna Skisenter;SN49085;16.01.2025;175
Folgefonna Skisenter;SN49085;17.01.2025;170
Folgefonna Skisenter;SN49085;18.01.2025;167
Folgefonna Skisenter;SN49085;19.01.2025;166
Folgefonna Skisenter;SN49085;20.01.2025;165
Folgefonna Skisenter;SN49085;21.01.2025;166
Folgefonna Skisenter;SN49085;22.01.2025;168
Folgefonna Skisenter;SN49085;23.01.2025;165
Folgefonna Skisenter;SN49085;24.01.2025;165
Folgefonna Skisenter;SN49085;25.01.2025;169
Folgefonna Skisenter;SN49085;26.01.2025;171
Folgefonna Skisenter;SN49085;27.01.2025;179
Folgefonna Skisenter;SN49085;28.01.2025;170
Folgefonna Skisenter;SN49085;29.01.2025;159
Folgefonna Skisenter;SN49085;30.01.2025;147
Folgefonna Skisenter;SN49085;31.01.2025;136
Folgefonna Skisenter;SN49085;01.02.2025;124
Folgefonna Skisenter;SN49085;02.02.2025;122
Folgefonna Skisenter;SN49085;03.02.2025;124
Folgefonna Skisenter;SN49085;04.02.2025;122
Folgefonna Skisenter;SN49085;05.02.2025;157
Folgefonna Skisenter;SN49085;06.02.2025;178
Folgefonna Skisenter;SN49085;07.02.2025;176
Folgefonna Skisenter;SN49085;08.02.2025;150
Folgefonna Skisenter;SN49085;09.02.2025;145
Folgefonna Skisenter;SN49085;10.02.2025;145
Folgefonna Skisenter;SN49085;11.02.2025;123
Folgefonna Skisenter;SN49085;12.02.2025;123
Folgefonna Skisenter;SN49085;13.02.2025;123
Folgefonna Skisenter;SN49085;14.02.2025;124
Folgefonna Skisenter;SN49085;15.02.2025;135
Folgefonna Skisenter;SN49085;16.02.2025;123
Folgefonna Skisenter;SN49085;17.02.2025;123
Folgefonna Skisenter;SN49085;18.02.2025;123
Folgefonna Skisenter;SN49085;19.02.2025;123
Folgefonna Skisenter;SN49085;20.02.2025;123
Folgefonna Skisenter;SN49085;21.02.2025;124
Folgefonna Skisenter;SN49085;22.02.2025;117
Folgefonna Skisenter;SN49085;23.02.2025;119
Folgefonna Skisenter;SN49085;24.02.2025;118
Folgefonna Skisenter;SN49085;25.02.2025;123
Folgefonna Skisenter;SN49085;26.02.2025;137
Folgefonna Skisenter;SN49085;27.02.2025;139
Folgefonna Skisenter;SN49085;28.02.2025;140
Folgefonna Skisenter;SN49085;01.03.2025;142
Folgefonna Skisenter;SN49085;02.03.2025;153
Folgefonna Skisenter;SN49085;03.03.2025;174
Folgefonna Skisenter;SN49085;04.03.2025;188
Folgefonna Skisenter;SN49085;05.03.2025;212
Folgefonna Skisenter;SN49085;06.03.2025;186
Folgefonna Skisenter;SN49085;07.03.2025;184
Folgefonna Skisenter;SN49085;08.03.2025;187
Folgefonna Skisenter;SN49085;09.03.2025;183
Folgefonna Skisenter;SN49085;10.03.2025;183
Folgefonna Skisenter;SN49085;11.03.2025;185
Folgefonna Skisenter;SN49085;12.03.2025;184
Folgefonna Skisenter;SN49085;13.03.2025;184
Folgefonna Skisenter;SN49085;14.03.2025;184
Folgefonna Skisenter;SN49085;15.03.2025;184
Folgefonna Skisenter;SN49085;16.03.2025;189
Folgefonna Skisenter;SN49085;17.03.2025;189
Folgefonna Skisenter;SN49085;18.03.2025;191
Folgefonna Skisenter;SN49085;19.03.2025;193
Folgefonna Skisenter;SN49085;20.03.2025;191
Folgefonna Skisenter;SN49085;21.03.2025;191
Folgefonna Skisenter;SN49085;22.03.2025;184
Folgefonna Skisenter;SN49085;23.03.2025;184
Folgefonna Skisenter;SN49085;24.03.2025;184
Folgefonna Skisenter;SN49085;25.03.2025;189
Folgefonna Skisenter;SN49085;26.03.2025;194
Folgefonna Skisenter;SN49085;27.03.2025;196
